Laptop_ID,Laptop,Status,Brand,Model,CPU,RAM,Storage,Storage type,GPU,Screen,Touch,Final Price (LKR),Region
LNK-0132,Samsung Galaxy Book3,Refurbished,Samsung,Galaxy Book3,AMD Ryzen 7 7730U,8GB,1TB,SSD NVMe,NVIDIA GeForce RTX 3050,"17.3"" QHD 240Hz",No,157500,Negombo
LNK-0133,Lenovo Legion 5 Pro,Used,Lenovo,Legion 5 Pro,Intel Core i5-1235U,8GB,512GB,SSD NVMe,AMD Radeon Graphics,"15.6"" FHD 60Hz",No,88500,Galle
LNK-0134,Acer Nitro V 15,New,Acer,Nitro V 15,Intel Core i3-1215U,64GB,2TB,SSD NVMe,Intel Graphics,"16.0"" UHD+ OLED",No,291500,Colombo
LNK-0135,Samsung Galaxy Book4 Ultra,Refurbished,Samsung,Galaxy Book4 Ultra,Intel Core i5-13420H,64GB,256GB,SSD NVMe,NVIDIA GeForce RTX 2050,"13.3"" FHD",No,164000,Negombo
LNK-0136,Apple MacBook Pro M3 Max,Refurbished,Apple,MacBook Pro M3 Max,Apple M3 Max (14-core),64GB,2TB,SSD NVMe,Apple M3 Max Integrated,"14.0"" QHD 120Hz",No,351500,Colombo
LNK-0137,ASUS TUF Gaming A15,New,ASUS,TUF Gaming A15,AMD Ryzen 7 7840HS,32GB,256GB,SSD NVMe,Intel Iris Xe Graphics,"14.0"" FHD",No,233000,Anuradhapura
LNK-0138,Samsung Galaxy Book3,Refurbished,Samsung,Galaxy Book3,AMD Ryzen 3 7320U,32GB,512GB,SSD SATA,Intel Graphics,"14.0"" FHD",No,109000,Negombo
LNK-0139,Samsung Galaxy Book3,Refurbished,Samsung,Galaxy Book3,AMD Ryzen 5 7520U,16GB,512GB,SSD NVMe,Intel Iris Xe Graphics,"14.0"" QHD 120Hz",No,124000,Colombo
LNK-0140,Dell Alienware m16,Used,Dell,Alienware m16,Intel Core i5-13420H,16GB,2TB,SSD NVMe,NVIDIA GeForce RTX 2050,"17.3"" QHD 240Hz",No,134000,Negombo
LNK-0141,Microsoft Surface Pro 9,Used,Microsoft,Surface Pro 9,AMD Ryzen 5 5500U,16GB,2TB,SSD NVMe,Intel Iris Xe Graphics,"17.3"" QHD 240Hz",No,129000,Kandy
LNK-0142,Acer Swift Go 14,New,Acer,Swift Go 14,AMD Ryzen 5 7520U,8GB,1TB,SSD NVMe,NVIDIA GeForce RTX 2050,"17.3"" QHD 240Hz",No,181000,Anuradhapura
LNK-0143,HP ProBook 450,New,HP,ProBook 450,AMD Ryzen 5 7640HS,64GB,256GB,SSD NVMe,NVIDIA GeForce RTX 2050,"15.6"" FHD 60Hz",No,234000,Anuradhapura
LNK-0144,Dell Inspiron 15,Refurbished,Dell,Inspiron 15,Intel Core i7-13620H,32GB,256GB,SSD NVMe,AMD Radeon Graphics,"14.0"" QHD 120Hz",No,186000,Kurunegala
LNK-0145,Samsung Galaxy Book4 Ultra,Used,Samsung,Galaxy Book4 Ultra,Intel Core i7-14700HX,32GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4080,"16.0"" UHD+ OLED",No,335500,Negombo
LNK-0146,Microsoft Surface Laptop 5,Used,Microsoft,Surface Laptop 5,AMD Ryzen 5 5500U,8GB,1TB,SSD NVMe,Intel Iris Xe Graphics,"16.0"" UHD+ OLED",No,114500,Colombo
LNK-0147,Microsoft Surface Laptop 5,Refurbished,Microsoft,Surface Laptop 5,Intel Core i5-13420H,16GB,1TB,SSD NVMe,AMD Radeon Graphics,"16.0"" UHD+ OLED",Yes,199000,Kandy
LNK-0148,HP Spectre x360,Used,HP,Spectre x360,AMD Ryzen 5 7640HS,32GB,512GB,SSD NVMe,NVIDIA GeForce RTX 3050,"14.0"" FHD",No,110000,Kandy
LNK-0149,ASUS TUF Gaming A15,Refurbished,ASUS,TUF Gaming A15,Intel Core i7-14700HX,16GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4080,"15.6"" FHD 60Hz",No,393500,Colombo
LNK-0150,HP Spectre x360,New,HP,Spectre x360,Intel Core i5-1235U,32GB,512GB,SSD NVMe,NVIDIA GeForce RTX 3050,"16.0"" UHD+ OLED",Yes,255000,Negombo
LNK-0151,Microsoft Surface Laptop 5,Used,Microsoft,Surface Laptop 5,AMD Ryzen 7 7840HS,8GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4070,"15.6"" FHD 60Hz",No,243000,Negombo
LNK-0152,Gigabyte G5 KF,Used,Gigabyte,G5 KF,Intel Core Ultra 5 125H,32GB,2TB,SSD NVMe,Intel Graphics,"16.0"" WQXGA 165Hz",No,166500,Anuradhapura
LNK-0153,Gigabyte Aorus 15,Refurbished,Gigabyte,Aorus 15,AMD Ryzen 5 7640HS,64GB,512GB,SSD NVMe,Intel Graphics,"14.0"" QHD 120Hz",No,174000,Anuradhapura
LNK-0154,Gigabyte Aorus 15,Used,Gigabyte,Aorus 15,Intel Core i7-13620H,8GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4050,"14.0"" QHD 120Hz",No,171000,Colombo
LNK-0155,Dell Alienware m16,Refurbished,Dell,Alienware m16,Intel Core i5-13420H,16GB,2TB,SSD NVMe,AMD Radeon Graphics,"13.3"" FHD",No,169500,Jaffna
LNK-0156,Apple MacBook Air M2,Refurbished,Apple,MacBook Air M2,Apple M1 (8-core),16GB,256GB,SSD NVMe,Apple M1 Integrated,"13.3"" FHD",No,171000,Colombo
LNK-0157,HP EliteBook 840,Used,HP,EliteBook 840,AMD Ryzen 5 5500U,16GB,512GB,SSD NVMe,Intel Iris Xe Graphics,"15.6"" FHD 144Hz",No,95500,Jaffna
LNK-0158,Dell Alienware m16,Used,Dell,Alienware m16,AMD Ryzen 9 7945HX,64GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4070,"13.3"" FHD",No,318500,Colombo
LNK-0159,Samsung Galaxy Book4 Ultra,Used,Samsung,Galaxy Book4 Ultra,AMD Ryzen 7 7730U,8GB,1TB,SSD NVMe,Intel Graphics,"15.6"" FHD 144Hz",Yes,131000,Colombo
LNK-0160,Microsoft Surface Pro 9,New,Microsoft,Surface Pro 9,Intel Core i7-13620H,64GB,256GB,SSD NVMe,AMD Radeon Graphics,"15.6"" FHD 60Hz",Yes,294500,Negombo
LNK-0161,ASUS ROG Zephyrus G14,Refurbished,ASUS,ROG Zephyrus G14,Intel Core Ultra 5 125H,64GB,512GB,SSD NVMe,Intel Iris Xe Graphics,"16.0"" WQXGA 165Hz",Yes,235500,Negombo
LNK-0162,Gigabyte G5 KF,Used,Gigabyte,G5 KF,AMD Ryzen 5 7640HS,32GB,1TB,SSD NVMe,Intel Iris Xe Graphics,"16.0"" WQXGA 165Hz",No,116000,Jaffna
LNK-0163,HP EliteBook 840,Used,HP,EliteBook 840,AMD Ryzen 5 5500U,16GB,256GB,SSD NVMe,AMD Radeon Graphics,"16.0"" WQXGA 165Hz",No,83000,Negombo
LNK-0164,Gigabyte Aero 14 OLED,Refurbished,Gigabyte,Aero 14 OLED,Intel Core i7-14700HX,16GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4090,"17.3"" QHD 240Hz",Yes,507500,Negombo
LNK-0165,Lenovo IdeaPad Slim 3,Refurbished,Lenovo,IdeaPad Slim 3,AMD Ryzen 3 7320U,64GB,2TB,SSD SATA,Intel Iris Xe Graphics,"15.6"" FHD 60Hz",No,206000,Galle
LNK-0166,ASUS ExpertBook B1,Refurbished,ASUS,ExpertBook B1,Intel Core Ultra 7 155H,8GB,1TB,SSD NVMe,Intel Iris Xe Graphics,"16.0"" UHD+ OLED",No,280500,Kurunegala
LNK-0167,MSI Katana 17,New,MSI,Katana 17,AMD Ryzen 9 7945HX,64GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4090,"15.6"" FHD 144Hz",No,934500,Colombo
LNK-0168,HP Victus 16,Used,HP,Victus 16,Intel Core i7-14700HX,32GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4070,"14.0"" FHD",No,235000,Kandy
LNK-0169,Gigabyte Aero 14 OLED,Used,Gigabyte,Aero 14 OLED,AMD Ryzen 7 7730U,16GB,2TB,SSD NVMe,AMD Radeon Graphics,"17.3"" QHD 240Hz",No,154000,Kandy
LNK-0170,MSI Katana 17,Used,MSI,Katana 17,Intel Core i5-1235U,8GB,2TB,SSD NVMe,AMD Radeon Graphics,"14.0"" QHD 120Hz",No,108500,Colombo
LNK-0171,Microsoft Surface Laptop Studio 2,Refurbished,Microsoft,Surface Laptop Studio 2,Intel Core i5-1235U,16GB,256GB,SSD NVMe,Intel Graphics,"16.0"" WQXGA 165Hz",No,117500,Colombo
LNK-0172,Microsoft Surface Laptop 5,Used,Microsoft,Surface Laptop 5,Intel Core i7-13700H,64GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4070,"17.3"" QHD 240Hz",Yes,287500,Colombo
LNK-0173,Samsung Galaxy Book4 Pro,Refurbished,Samsung,Galaxy Book4 Pro,AMD Ryzen 5 5500U,32GB,512GB,SSD NVMe,Intel Iris Xe Graphics,"13.3"" FHD",No,149500,Colombo
LNK-0174,MSI Modern 14,New,MSI,Modern 14,Intel Core Ultra 7 155H,32GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4060,"15.6"" FHD 144Hz",No,539500,Colombo
LNK-0175,Lenovo IdeaPad Slim 3,New,Lenovo,IdeaPad Slim 3,Intel Core i5-13420H,64GB,512GB,SSD NVMe,NVIDIA GeForce RTX 2050,"14.0"" FHD",No,268500,Jaffna
LNK-0176,Apple MacBook Pro M3,Refurbished,Apple,MacBook Pro M3,Apple M1 (8-core),16GB,512GB,SSD NVMe,Apple M1 Integrated,"13.3"" FHD",No,193500,Colombo
LNK-0177,Dell Alienware m16,Refurbished,Dell,Alienware m16,Intel Core Ultra 5 125H,8GB,512GB,SSD NVMe,Intel Graphics,"15.6"" FHD 60Hz",No,138500,Jaffna
LNK-0178,Samsung Galaxy Book4 Ultra,Refurbished,Samsung,Galaxy Book4 Ultra,AMD Ryzen 7 7840HS,16GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4050,"15.6"" FHD 144Hz",No,217000,Negombo
LNK-0179,Gigabyte Aero 14 OLED,Refurbished,Gigabyte,Aero 14 OLED,AMD Ryzen 7 7730U,8GB,512GB,SSD NVMe,AMD Radeon Graphics,"14.0"" FHD",No,154000,Kandy
LNK-0180,Apple MacBook Air M2,Used,Apple,MacBook Air M2,Apple M3 Max (14-core),32GB,1TB,SSD NVMe,Apple M3 Max Integrated,"14.0"" QHD 120Hz",No,226500,Colombo
LNK-0181,ASUS ZenBook 14,Used,ASUS,ZenBook 14,Intel Core i7-13700H,32GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4060,"16.0"" WQXGA 165Hz",No,186500,Colombo
LNK-0182,Samsung Galaxy Book4 Pro,New,Samsung,Galaxy Book4 Pro,Intel Core Ultra 7 155H,16GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4060,"15.6"" FHD 144Hz",No,408500,Colombo
LNK-0183,Dell Latitude 3540,Used,Dell,Latitude 3540,Intel Core i7-13700H,16GB,1TB,SSD NVMe,AMD Radeon Graphics,"13.3"" FHD",No,120500,Colombo
LNK-0184,ASUS ExpertBook B1,Used,ASUS,ExpertBook B1,Intel Core Ultra 7 155H,16GB,2TB,SSD NVMe,AMD Radeon Graphics,"13.3"" FHD",No,204500,Colombo
LNK-0185,Acer TravelMate P2,Refurbished,Acer,TravelMate P2,AMD Ryzen 9 7945HX,16GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4080,"17.3"" QHD 240Hz",Yes,503000,Negombo
LNK-0186,MSI Prestige 14,Refurbished,MSI,Prestige 14,Intel Core i9-14900HX,32GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4080,"16.0"" WQXGA 165Hz",No,519500,Colombo
LNK-0187,MSI Cyborg 15,Refurbished,MSI,Cyborg 15,Intel Core i7-13620H,32GB,512GB,SSD NVMe,Intel Iris Xe Graphics,"14.0"" FHD",No,176000,Colombo
LNK-0188,HP Pavilion 15,Refurbished,HP,Pavilion 15,AMD Ryzen 5 7640HS,64GB,512GB,SSD NVMe,Intel Graphics,"16.0"" WQXGA 165Hz",No,194000,Negombo
LNK-0189,Lenovo ThinkPad E14,Refurbished,Lenovo,ThinkPad E14,AMD Ryzen 7 7840HS,64GB,1TB,SSD NVMe,Intel Iris Xe Graphics,"13.3"" FHD",No,234000,Colombo
LNK-0190,Lenovo ThinkPad E14,Used,Lenovo,ThinkPad E14,AMD Ryzen 5 7520U,8GB,256GB,SSD NVMe,AMD Radeon Graphics,"17.3"" QHD 240Hz",No,81000,Galle
LNK-0191,Gigabyte Aorus 15,Used,Gigabyte,Aorus 15,Intel Core i3-1215U,8GB,2TB,SSD NVMe,AMD Radeon Graphics,"16.0"" WQXGA 165Hz",No,88500,Anuradhapura
LNK-0192,MSI Thin 15,Used,MSI,Thin 15,Intel Core i9-14900HX,32GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4070,"16.0"" UHD+ OLED",No,330500,Negombo
LNK-0193,Acer Swift Go 14,Used,Acer,Swift Go 14,Intel Core i7-13620H,16GB,256GB,SSD NVMe,Intel Iris Xe Graphics,"16.0"" WQXGA 165Hz",No,109500,Colombo
LNK-0194,Apple MacBook Air M2,New,Apple,MacBook Air M2,Apple M3 Max (14-core),64GB,1TB,SSD NVMe,Apple M3 Max Integrated,"13.3"" FHD",No,427500,Colombo
LNK-0195,Apple MacBook Pro M2 Pro,Used,Apple,MacBook Pro M2 Pro,Apple M3 Pro (11-core),16GB,512GB,SSD NVMe,Apple M3 Pro Integrated,"16.0"" WQXGA 165Hz",No,216000,Colombo
LNK-0196,Dell XPS 15,Used,Dell,XPS 15,AMD Ryzen 5 5500U,16GB,2TB,SSD NVMe,NVIDIA GeForce RTX 3050,"15.6"" FHD 144Hz",No,126500,Galle
LNK-0197,Samsung Galaxy Book4 Ultra,Refurbished,Samsung,Galaxy Book4 Ultra,AMD Ryzen 3 7320U,64GB,256GB,SSD SATA,AMD Radeon Graphics,"14.0"" FHD",No,144000,Kandy
LNK-0198,ASUS ROG Zephyrus G14,Refurbished,ASUS,ROG Zephyrus G14,Intel Core Ultra 7 155H,16GB,256GB,SSD NVMe,AMD Radeon Graphics,"17.3"" QHD 240Hz",No,225500,Jaffna
LNK-0199,Microsoft Surface Pro 9,New,Microsoft,Surface Pro 9,Intel Core Ultra 5 125H,8GB,256GB,SSD NVMe,Intel Graphics,"13.3"" FHD",No,179000,Negombo
LNK-0200,Dell G15 Gaming,Used,Dell,G15 Gaming,Intel Core i9-14900HX,64GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4090,"13.3"" FHD",No,518500,Colombo
LNK-0201,Samsung Galaxy Book4 Pro,Used,Samsung,Galaxy Book4 Pro,AMD Ryzen 9 7945HX,64GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4070,"17.3"" QHD 240Hz",No,312000,Colombo
LNK-0202,Apple MacBook Pro M3,Used,Apple,MacBook Pro M3,Apple M3 (8-core),16GB,256GB,SSD NVMe,Apple M3 Integrated,"13.3"" FHD",No,188000,Colombo
LNK-0203,Acer Aspire 5,Refurbished,Acer,Aspire 5,AMD Ryzen 3 7320U,16GB,2TB,SSD SATA,NVIDIA GeForce RTX 2050,"16.0"" WQXGA 165Hz",No,148000,Kurunegala
LNK-0204,Acer Nitro V 15,New,Acer,Nitro V 15,AMD Ryzen 5 7640HS,64GB,1TB,SSD NVMe,Intel Graphics,"15.6"" FHD 144Hz",Yes,284500,Colombo
LNK-0205,Gigabyte Aero 14 OLED,Refurbished,Gigabyte,Aero 14 OLED,AMD Ryzen 9 7945HX,16GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4090,"15.6"" FHD 144Hz",No,626500,Kandy
LNK-0206,Dell Inspiron 15,Used,Dell,Inspiron 15,Intel Core Ultra 5 125H,16GB,256GB,SSD NVMe,NVIDIA GeForce RTX 3050,"15.6"" FHD 60Hz",No,104500,Jaffna
LNK-0207,MSI Katana 17,Used,MSI,Katana 17,AMD Ryzen 9 7945HX,8GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4070,"14.0"" QHD 120Hz",No,276000,Colombo
LNK-0208,Gigabyte Aorus 15,Used,Gigabyte,Aorus 15,Intel Core i9-14900HX,32GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4080,"13.3"" FHD",No,345000,Kandy
LNK-0209,Microsoft Surface Laptop 5,Used,Microsoft,Surface Laptop 5,Intel Core i5-1235U,16GB,2TB,SSD NVMe,Intel Graphics,"13.3"" FHD",No,132000,Negombo
LNK-0210,Dell Vostro 3520,Refurbished,Dell,Vostro 3520,Intel Core i5-1235U,8GB,1TB,SSD NVMe,NVIDIA GeForce RTX 3050,"14.0"" FHD",No,125500,Colombo
LNK-0211,Gigabyte Aero 14 OLED,Used,Gigabyte,Aero 14 OLED,AMD Ryzen 9 7945HX,16GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4080,"15.6"" FHD 60Hz",No,366500,Colombo
LNK-0212,Gigabyte Aero 14 OLED,Refurbished,Gigabyte,Aero 14 OLED,Intel Core i7-14700HX,8GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4080,"15.6"" FHD 60Hz",No,425500,Colombo
LNK-0213,MSI Prestige 14,Used,MSI,Prestige 14,AMD Ryzen 5 5500U,8GB,2TB,SSD NVMe,Intel Iris Xe Graphics,"14.0"" QHD 120Hz",No,115000,Colombo
LNK-0214,Lenovo IdeaPad Slim 3,Refurbished,Lenovo,IdeaPad Slim 3,AMD Ryzen 5 7640HS,16GB,2TB,SSD NVMe,AMD Radeon Graphics,"16.0"" WQXGA 165Hz",No,178500,Galle
LNK-0215,ASUS TUF Gaming A15,Used,ASUS,TUF Gaming A15,AMD Ryzen 5 7520U,16GB,256GB,SSD NVMe,Intel Iris Xe Graphics,"17.3"" QHD 240Hz",No,86500,Colombo
LNK-0216,Samsung Galaxy Book4 Ultra,Refurbished,Samsung,Galaxy Book4 Ultra,Intel Core i7-13620H,32GB,1TB,SSD NVMe,AMD Radeon Graphics,"15.6"" FHD 60Hz",No,184500,Kandy
LNK-0217,Dell G15 Gaming,Used,Dell,G15 Gaming,AMD Ryzen 5 7520U,64GB,2TB,SSD NVMe,NVIDIA GeForce RTX 3050,"15.6"" FHD 60Hz",No,172500,Kandy
LNK-0218,Microsoft Surface Laptop 5,Used,Microsoft,Surface Laptop 5,AMD Ryzen 7 7840HS,32GB,256GB,SSD NVMe,AMD Radeon Graphics,"14.0"" FHD",Yes,147500,Colombo
LNK-0219,Samsung Galaxy Book3,Used,Samsung,Galaxy Book3,Intel Core i7-13700H,16GB,1TB,SSD NVMe,AMD Radeon Graphics,"17.3"" QHD 240Hz",Yes,149000,Colombo
LNK-0220,Gigabyte G5 KF,Used,Gigabyte,G5 KF,AMD Ryzen 7 7840HS,8GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4060,"16.0"" UHD+ OLED",No,209500,Colombo
LNK-0221,Gigabyte Aero 14 OLED,Refurbished,Gigabyte,Aero 14 OLED,Intel Core i3-1215U,64GB,1TB,SSD NVMe,Intel Graphics,"14.0"" FHD",No,171500,Colombo
LNK-0222,Samsung Galaxy Book3,New,Samsung,Galaxy Book3,AMD Ryzen 9 7945HX,8GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4080,"14.0"" QHD 120Hz",No,653500,Negombo
LNK-0223,MSI Katana 17,Refurbished,MSI,Katana 17,AMD Ryzen 7 7840HS,64GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4050,"14.0"" QHD 120Hz",No,310500,Kandy
LNK-0224,Dell Latitude 3540,Refurbished,Dell,Latitude 3540,Intel Core i7-13700H,16GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4050,"15.6"" FHD 144Hz",No,217000,Negombo
LNK-0225,MSI Modern 14,Refurbished,MSI,Modern 14,Intel Core Ultra 5 125H,16GB,2TB,SSD NVMe,AMD Radeon Graphics,"14.0"" QHD 120Hz",No,220500,Colombo
LNK-0226,HP Pavilion 15,Used,HP,Pavilion 15,AMD Ryzen 7 7730U,8GB,512GB,SSD NVMe,Intel Graphics,"14.0"" FHD",Yes,122500,Kandy
LNK-0227,ASUS ROG Strix G16,Used,ASUS,ROG Strix G16,Intel Core i5-1235U,64GB,2TB,SSD NVMe,Intel Graphics,"15.6"" FHD 60Hz",No,175000,Kurunegala
LNK-0228,Dell Latitude 3540,Refurbished,Dell,Latitude 3540,Intel Core Ultra 5 125H,32GB,1TB,SSD NVMe,Intel Graphics,"15.6"" FHD 144Hz",No,211500,Anuradhapura
LNK-0229,Samsung Galaxy Book3,Refurbished,Samsung,Galaxy Book3,AMD Ryzen 3 7320U,32GB,256GB,eMMC,NVIDIA GeForce RTX 3050,"14.0"" QHD 120Hz",No,103500,Colombo
LNK-0230,Gigabyte G5 KF,Refurbished,Gigabyte,G5 KF,AMD Ryzen 5 7640HS,32GB,2TB,SSD NVMe,NVIDIA GeForce RTX 2050,"14.0"" QHD 120Hz",No,181500,Anuradhapura
LNK-0231,Samsung Galaxy Book4 Pro,New,Samsung,Galaxy Book4 Pro,Intel Core Ultra 5 125H,32GB,512GB,SSD NVMe,NVIDIA GeForce RTX 2050,"13.3"" FHD",No,263000,Negombo
LNK-0232,Samsung Galaxy Book4 Ultra,New,Samsung,Galaxy Book4 Ultra,AMD Ryzen 5 7640HS,16GB,1TB,SSD NVMe,Intel Graphics,"16.0"" WQXGA 165Hz",No,204500,Negombo
LNK-0233,Apple MacBook Air M1,Used,Apple,MacBook Air M1,Apple M2 (8-core),8GB,512GB,SSD NVMe,Apple M2 Integrated,"14.0"" QHD 120Hz",No,163500,Colombo
LNK-0234,Microsoft Surface Laptop 5,New,Microsoft,Surface Laptop 5,Intel Core i9-14900HX,16GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4070,"16.0"" WQXGA 165Hz",No,584500,Colombo
LNK-0235,ASUS ROG Strix G16,New,ASUS,ROG Strix G16,Intel Core i7-13620H,64GB,512GB,SSD NVMe,AMD Radeon Graphics,"15.6"" FHD 60Hz",No,282500,Jaffna
LNK-0236,Apple MacBook Air M3,Refurbished,Apple,MacBook Air M3,Apple M3 Pro (11-core),16GB,1TB,SSD NVMe,Apple M3 Pro Integrated,"14.0"" QHD 120Hz",No,279000,Kandy
LNK-0237,Samsung Galaxy Book4 Pro,Refurbished,Samsung,Galaxy Book4 Pro,Intel Core i7-13620H,64GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4060,"16.0"" WQXGA 165Hz",No,293000,Negombo
LNK-0238,Lenovo Yoga 7i,New,Lenovo,Yoga 7i,Intel Core i3-1215U,32GB,2TB,SSD SATA,Intel Graphics,"15.6"" FHD 60Hz",No,200500,Anuradhapura
LNK-0239,Microsoft Surface Laptop 5,Refurbished,Microsoft,Surface Laptop 5,AMD Ryzen 5 5500U,32GB,2TB,SSD NVMe,NVIDIA GeForce RTX 2050,"17.3"" QHD 240Hz",Yes,217500,Colombo
LNK-0240,Apple MacBook Air M2,New,Apple,MacBook Air M2,Apple M3 Max (14-core),64GB,1TB,SSD NVMe,Apple M3 Max Integrated,"16.0"" WQXGA 165Hz",No,498000,Colombo
LNK-0241,ASUS ROG Zephyrus G14,New,ASUS,ROG Zephyrus G14,Intel Core i5-13420H,8GB,256GB,SSD NVMe,NVIDIA GeForce RTX 2050,"14.0"" QHD 120Hz",No,133500,Jaffna
LNK-0242,Dell Inspiron 15,New,Dell,Inspiron 15,AMD Ryzen 7 7840HS,32GB,256GB,SSD NVMe,AMD Radeon Graphics,"17.3"" QHD 240Hz",No,212000,Galle
LNK-0243,Samsung Galaxy Book4 Ultra,Refurbished,Samsung,Galaxy Book4 Ultra,Intel Core i3-1215U,8GB,1TB,eMMC,AMD Radeon Graphics,"13.3"" FHD",No,98000,Colombo
LNK-0244,MSI Cyborg 15,New,MSI,Cyborg 15,Intel Core i7-13620H,16GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4060,"15.6"" FHD 144Hz",No,317500,Negombo
LNK-0245,MSI Thin 15,Refurbished,MSI,Thin 15,AMD Ryzen 5 7640HS,64GB,512GB,SSD NVMe,Intel Graphics,"15.6"" FHD 144Hz",No,197500,Colombo
LNK-0246,ASUS ZenBook 14,Refurbished,ASUS,ZenBook 14,AMD Ryzen 5 7640HS,64GB,2TB,SSD NVMe,Intel Iris Xe Graphics,"13.3"" FHD",No,213000,Jaffna
LNK-0247,MSI Raider GE78,Refurbished,MSI,Raider GE78,Intel Core i7-13620H,8GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4060,"17.3"" QHD 240Hz",No,248000,Negombo
LNK-0248,Acer Swift Go 14,Used,Acer,Swift Go 14,Intel Core i5-1235U,16GB,1TB,SSD NVMe,Intel Iris Xe Graphics,"15.6"" FHD 60Hz",No,109500,Jaffna
LNK-0249,MSI Thin 15,Refurbished,MSI,Thin 15,Intel Core i7-14700HX,16GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4090,"16.0"" WQXGA 165Hz",No,603500,Negombo
LNK-0250,HP OMEN 16,Used,HP,OMEN 16,AMD Ryzen 5 7520U,8GB,256GB,SSD NVMe,NVIDIA GeForce RTX 2050,"15.6"" FHD 60Hz",No,75000,Kandy
LNK-0251,Microsoft Surface Laptop Studio 2,Refurbished,Microsoft,Surface Laptop Studio 2,AMD Ryzen 5 5500U,8GB,1TB,SSD NVMe,NVIDIA GeForce RTX 2050,"17.3"" QHD 240Hz",Yes,144000,Negombo
LNK-0252,MSI Prestige 14,New,MSI,Prestige 14,AMD Ryzen 5 7640HS,8GB,1TB,SSD NVMe,Intel Graphics,"14.0"" FHD",Yes,193000,Negombo
LNK-0253,Dell Vostro 3520,Refurbished,Dell,Vostro 3520,AMD Ryzen 5 5500U,32GB,256GB,SSD NVMe,Intel Iris Xe Graphics,"13.3"" FHD",No,137500,Jaffna
LNK-0254,Acer Aspire 3,New,Acer,Aspire 3,Intel Core i5-13420H,16GB,2TB,SSD NVMe,NVIDIA GeForce RTX 2050,"16.0"" UHD+ OLED",Yes,292500,Anuradhapura
LNK-0255,HP OMEN 16,Used,HP,OMEN 16,AMD Ryzen 5 5500U,64GB,256GB,SSD NVMe,AMD Radeon Graphics,"16.0"" UHD+ OLED",No,143500,Jaffna
LNK-0256,Samsung Galaxy Book3,Used,Samsung,Galaxy Book3,Intel Core i7-14700HX,64GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4070,"15.6"" FHD 144Hz",No,260500,Colombo
LNK-0257,HP Envy x360,Refurbished,HP,Envy x360,Intel Core Ultra 7 155H,64GB,1TB,SSD NVMe,Intel Iris Xe Graphics,"14.0"" FHD",No,289500,Colombo
LNK-0258,Lenovo Yoga 7i,Used,Lenovo,Yoga 7i,AMD Ryzen 9 7945HX,16GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4070,"14.0"" QHD 120Hz",No,276000,Anuradhapura
LNK-0259,MSI Katana 17,Used,MSI,Katana 17,AMD Ryzen 5 7640HS,32GB,2TB,SSD NVMe,AMD Radeon Graphics,"16.0"" UHD+ OLED",No,174000,Kandy
LNK-0260,Microsoft Surface Laptop 5,Refurbished,Microsoft,Surface Laptop 5,AMD Ryzen 5 5500U,16GB,2TB,SSD NVMe,AMD Radeon Graphics,"14.0"" QHD 120Hz",No,185000,Colombo
LNK-0261,Acer TravelMate P2,Used,Acer,TravelMate P2,AMD Ryzen 9 7945HX,16GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4080,"15.6"" FHD 144Hz",No,349500,Negombo
LNK-0262,HP OMEN 16,New,HP,OMEN 16,Intel Core i7-14700HX,8GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4090,"15.6"" FHD 60Hz",No,729500,Colombo
