Laptop_ID,Laptop,Status,Brand,Model,CPU,RAM,Storage,Storage type,GPU,Screen,Touch,Final Price (LKR)
LNK-0139,Samsung Galaxy Book3,Refurbished,Samsung,Galaxy Book3,AMD Ryzen 5 7520U,16GB,512GB,SSD NVMe,Intel Iris Xe Graphics,"14.0"" QHD 120Hz",No,124000
LNK-0140,Dell Alienware m16,Used,Dell,Alienware m16,Intel Core i5-13420H,16GB,2TB,SSD NVMe,NVIDIA GeForce RTX 2050,"17.3"" QHD 240Hz",No,134000
LNK-0141,Microsoft Surface Pro 9,Used,Microsoft,Surface Pro 9,AMD Ryzen 5 5500U,16GB,2TB,SSD NVMe,Intel Iris Xe Graphics,"17.3"" QHD 240Hz",No,129000
LNK-0142,Acer Swift Go 14,New,Acer,Swift Go 14,AMD Ryzen 5 7520U,8GB,1TB,SSD NVMe,NVIDIA GeForce RTX 2050,"17.3"" QHD 240Hz",No,181000
LNK-0143,HP ProBook 450,New,HP,ProBook 450,AMD Ryzen 5 7640HS,64GB,256GB,SSD NVMe,NVIDIA GeForce RTX 2050,"15.6"" FHD 60Hz",No,234000
LNK-0144,Dell Inspiron 15,Refurbished,Dell,Inspiron 15,Intel Core i7-13620H,32GB,256GB,SSD NVMe,AMD Radeon Graphics,"14.0"" QHD 120Hz",No,186000
LNK-0145,Samsung Galaxy Book4 Ultra,Used,Samsung,Galaxy Book4 Ultra,Intel Core i7-14700HX,32GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4080,"16.0"" UHD+ OLED",No,335500
LNK-0146,Microsoft Surface Laptop 5,Used,Microsoft,Surface Laptop 5,AMD Ryzen 5 5500U,8GB,1TB,SSD NVMe,Intel Iris Xe Graphics,"16.0"" UHD+ OLED",No,114500
LNK-0147,Microsoft Surface Laptop 5,Refurbished,Microsoft,Surface Laptop 5,Intel Core i5-13420H,16GB,1TB,SSD NVMe,AMD Radeon Graphics,"16.0"" UHD+ OLED",Yes,199000
LNK-0148,HP Spectre x360,Used,HP,Spectre x360,AMD Ryzen 5 7640HS,32GB,512GB,SSD NVMe,NVIDIA GeForce RTX 3050,"14.0"" FHD",No,110000
LNK-0149,ASUS TUF Gaming A15,Refurbished,ASUS,TUF Gaming A15,Intel Core i7-14700HX,16GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4080,"15.6"" FHD 60Hz",No,393500
LNK-0150,HP Spectre x360,New,HP,Spectre x360,Intel Core i5-1235U,32GB,512GB,SSD NVMe,NVIDIA GeForce RTX 3050,"16.0"" UHD+ OLED",Yes,255000
LNK-0151,Microsoft Surface Laptop 5,Used,Microsoft,Surface Laptop 5,AMD Ryzen 7 7840HS,8GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4070,"15.6"" FHD 60Hz",No,243000
LNK-0152,Gigabyte G5 KF,Used,Gigabyte,G5 KF,Intel Core Ultra 5 125H,32GB,2TB,SSD NVMe,Intel Graphics,"16.0"" WQXGA 165Hz",No,166500
LNK-0153,Gigabyte Aorus 15,Refurbished,Gigabyte,Aorus 15,AMD Ryzen 5 7640HS,64GB,512GB,SSD NVMe,Intel Graphics,"14.0"" QHD 120Hz",No,174000
LNK-0154,Gigabyte Aorus 15,Used,Gigabyte,Aorus 15,Intel Core i7-13620H,8GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4050,"14.0"" QHD 120Hz",No,171000
LNK-0155,Dell Alienware m16,Refurbished,Dell,Alienware m16,Intel Core i5-13420H,16GB,2TB,SSD NVMe,AMD Radeon Graphics,"13.3"" FHD",No,169500
LNK-0156,Apple MacBook Air M2,Refurbished,Apple,MacBook Air M2,Apple M1 (8-core),16GB,256GB,SSD NVMe,Apple M1 Integrated,"13.3"" FHD",No,171000
LNK-0157,HP EliteBook 840,Used,HP,EliteBook 840,AMD Ryzen 5 5500U,16GB,512GB,SSD NVMe,Intel Iris Xe Graphics,"15.6"" FHD 144Hz",No,95500
LNK-0158,Dell Alienware m16,Used,Dell,Alienware m16,AMD Ryzen 9 7945HX,64GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4070,"13.3"" FHD",No,318500
LNK-0159,Samsung Galaxy Book4 Ultra,Used,Samsung,Galaxy Book4 Ultra,AMD Ryzen 7 7730U,8GB,1TB,SSD NVMe,Intel Graphics,"15.6"" FHD 144Hz",Yes,131000
LNK-0160,Microsoft Surface Pro 9,New,Microsoft,Surface Pro 9,Intel Core i7-13620H,64GB,256GB,SSD NVMe,AMD Radeon Graphics,"15.6"" FHD 60Hz",Yes,294500
LNK-0161,ASUS ROG Zephyrus G14,Refurbished,ASUS,ROG Zephyrus G14,Intel Core Ultra 5 125H,64GB,512GB,SSD NVMe,Intel Iris Xe Graphics,"16.0"" WQXGA 165Hz",Yes,235500
LNK-0162,Gigabyte G5 KF,Used,Gigabyte,G5 KF,AMD Ryzen 5 7640HS,32GB,1TB,SSD NVMe,Intel Iris Xe Graphics,"16.0"" WQXGA 165Hz",No,116000
LNK-0163,HP EliteBook 840,Used,HP,EliteBook 840,AMD Ryzen 5 5500U,16GB,256GB,SSD NVMe,AMD Radeon Graphics,"16.0"" WQXGA 165Hz",No,83000
LNK-0164,Gigabyte Aero 14 OLED,Refurbished,Gigabyte,Aero 14 OLED,Intel Core i7-14700HX,16GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4090,"17.3"" QHD 240Hz",Yes,507500
LNK-0165,Lenovo IdeaPad Slim 3,Refurbished,Lenovo,IdeaPad Slim 3,AMD Ryzen 3 7320U,64GB,2TB,SSD SATA,Intel Iris Xe Graphics,"15.6"" FHD 60Hz",No,206000
LNK-0166,ASUS ExpertBook B1,Refurbished,ASUS,ExpertBook B1,Intel Core Ultra 7 155H,8GB,1TB,SSD NVMe,Intel Iris Xe Graphics,"16.0"" UHD+ OLED",No,280500
LNK-0167,MSI Katana 17,New,MSI,Katana 17,AMD Ryzen 9 7945HX,64GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4090,"15.6"" FHD 144Hz",No,934500
LNK-0168,HP Victus 16,Used,HP,Victus 16,Intel Core i7-14700HX,32GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4070,"14.0"" FHD",No,235000
LNK-0169,Gigabyte Aero 14 OLED,Used,Gigabyte,Aero 14 OLED,AMD Ryzen 7 7730U,16GB,2TB,SSD NVMe,AMD Radeon Graphics,"17.3"" QHD 240Hz",No,154000
LNK-0170,MSI Katana 17,Used,MSI,Katana 17,Intel Core i5-1235U,8GB,2TB,SSD NVMe,AMD Radeon Graphics,"14.0"" QHD 120Hz",No,108500
LNK-0171,Microsoft Surface Laptop Studio 2,Refurbished,Microsoft,Surface Laptop Studio 2,Intel Core i5-1235U,16GB,256GB,SSD NVMe,Intel Graphics,"16.0"" WQXGA 165Hz",No,117500
LNK-0172,Microsoft Surface Laptop 5,Used,Microsoft,Surface Laptop 5,Intel Core i7-13700H,64GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4070,"17.3"" QHD 240Hz",Yes,287500
LNK-0173,Samsung Galaxy Book4 Pro,Refurbished,Samsung,Galaxy Book4 Pro,AMD Ryzen 5 5500U,32GB,512GB,SSD NVMe,Intel Iris Xe Graphics,"13.3"" FHD",No,149500
LNK-0174,MSI Modern 14,New,MSI,Modern 14,Intel Core Ultra 7 155H,32GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4060,"15.6"" FHD 144Hz",No,539500
LNK-0175,Lenovo IdeaPad Slim 3,New,Lenovo,IdeaPad Slim 3,Intel Core i5-13420H,64GB,512GB,SSD NVMe,NVIDIA GeForce RTX 2050,"14.0"" FHD",No,268500
LNK-0176,Apple MacBook Pro M3,Refurbished,Apple,MacBook Pro M3,Apple M1 (8-core),16GB,512GB,SSD NVMe,Apple M1 Integrated,"13.3"" FHD",No,193500
LNK-0177,Dell Alienware m16,Refurbished,Dell,Alienware m16,Intel Core Ultra 5 125H,8GB,512GB,SSD NVMe,Intel Graphics,"15.6"" FHD 60Hz",No,138500
LNK-0178,Samsung Galaxy Book4 Ultra,Refurbished,Samsung,Galaxy Book4 Ultra,AMD Ryzen 7 7840HS,16GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4050,"15.6"" FHD 144Hz",No,217000
LNK-0179,Gigabyte Aero 14 OLED,Refurbished,Gigabyte,Aero 14 OLED,AMD Ryzen 7 7730U,8GB,512GB,SSD NVMe,AMD Radeon Graphics,"14.0"" FHD",No,154000
LNK-0180,Apple MacBook Air M2,Used,Apple,MacBook Air M2,Apple M3 Max (14-core),32GB,1TB,SSD NVMe,Apple M3 Max Integrated,"14.0"" QHD 120Hz",No,226500
LNK-0181,ASUS ZenBook 14,Used,ASUS,ZenBook 14,Intel Core i7-13700H,32GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4060,"16.0"" WQXGA 165Hz",No,186500
LNK-0182,Samsung Galaxy Book4 Pro,New,Samsung,Galaxy Book4 Pro,Intel Core Ultra 7 155H,16GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4060,"15.6"" FHD 144Hz",No,408500
LNK-0183,Dell Latitude 3540,Used,Dell,Latitude 3540,Intel Core i7-13700H,16GB,1TB,SSD NVMe,AMD Radeon Graphics,"13.3"" FHD",No,120500
LNK-0184,ASUS ExpertBook B1,Used,ASUS,ExpertBook B1,Intel Core Ultra 7 155H,16GB,2TB,SSD NVMe,AMD Radeon Graphics,"13.3"" FHD",No,204500
LNK-0185,Acer TravelMate P2,Refurbished,Acer,TravelMate P2,AMD Ryzen 9 7945HX,16GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4080,"17.3"" QHD 240Hz",Yes,503000
LNK-0186,MSI Prestige 14,Refurbished,MSI,Prestige 14,Intel Core i9-14900HX,32GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4080,"16.0"" WQXGA 165Hz",No,519500
LNK-0187,MSI Cyborg 15,Refurbished,MSI,Cyborg 15,Intel Core i7-13620H,32GB,512GB,SSD NVMe,Intel Iris Xe Graphics,"14.0"" FHD",No,176000
LNK-0188,HP Pavilion 15,Refurbished,HP,Pavilion 15,AMD Ryzen 5 7640HS,64GB,512GB,SSD NVMe,Intel Graphics,"16.0"" WQXGA 165Hz",No,194000
LNK-0189,Lenovo ThinkPad E14,Refurbished,Lenovo,ThinkPad E14,AMD Ryzen 7 7840HS,64GB,1TB,SSD NVMe,Intel Iris Xe Graphics,"13.3"" FHD",No,234000
LNK-0190,Lenovo ThinkPad E14,Used,Lenovo,ThinkPad E14,AMD Ryzen 5 7520U,8GB,256GB,SSD NVMe,AMD Radeon Graphics,"17.3"" QHD 240Hz",No,81000
LNK-0191,Gigabyte Aorus 15,Used,Gigabyte,Aorus 15,Intel Core i3-1215U,8GB,2TB,SSD NVMe,AMD Radeon Graphics,"16.0"" WQXGA 165Hz",No,88500
LNK-0192,MSI Thin 15,Used,MSI,Thin 15,Intel Core i9-14900HX,32GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4070,"16.0"" UHD+ OLED",No,330500
LNK-0193,Acer Swift Go 14,Used,Acer,Swift Go 14,Intel Core i7-13620H,16GB,256GB,SSD NVMe,Intel Iris Xe Graphics,"16.0"" WQXGA 165Hz",No,109500
LNK-0194,Apple MacBook Air M2,New,Apple,MacBook Air M2,Apple M3 Max (14-core),64GB,1TB,SSD NVMe,Apple M3 Max Integrated,"13.3"" FHD",No,427500
LNK-0195,Apple MacBook Pro M2 Pro,Used,Apple,MacBook Pro M2 Pro,Apple M3 Pro (11-core),16GB,512GB,SSD NVMe,Apple M3 Pro Integrated,"16.0"" WQXGA 165Hz",No,216000
LNK-0196,Dell XPS 15,Used,Dell,XPS 15,AMD Ryzen 5 5500U,16GB,2TB,SSD NVMe,NVIDIA GeForce RTX 3050,"15.6"" FHD 144Hz",No,126500
LNK-0197,Samsung Galaxy Book4 Ultra,Refurbished,Samsung,Galaxy Book4 Ultra,AMD Ryzen 3 7320U,64GB,256GB,SSD SATA,AMD Radeon Graphics,"14.0"" FHD",No,144000
LNK-0198,ASUS ROG Zephyrus G14,Refurbished,ASUS,ROG Zephyrus G14,Intel Core Ultra 7 155H,16GB,256GB,SSD NVMe,AMD Radeon Graphics,"17.3"" QHD 240Hz",No,225500
LNK-0199,Microsoft Surface Pro 9,New,Microsoft,Surface Pro 9,Intel Core Ultra 5 125H,8GB,256GB,SSD NVMe,Intel Graphics,"13.3"" FHD",No,179000
LNK-0200,Dell G15 Gaming,Used,Dell,G15 Gaming,Intel Core i9-14900HX,64GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4090,"13.3"" FHD",No,518500
LNK-0201,Samsung Galaxy Book4 Pro,Used,Samsung,Galaxy Book4 Pro,AMD Ryzen 9 7945HX,64GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4070,"17.3"" QHD 240Hz",No,312000
LNK-0202,Apple MacBook Pro M3,Used,Apple,MacBook Pro M3,Apple M3 (8-core),16GB,256GB,SSD NVMe,Apple M3 Integrated,"13.3"" FHD",No,188000
LNK-0203,Acer Aspire 5,Refurbished,Acer,Aspire 5,AMD Ryzen 3 7320U,16GB,2TB,SSD SATA,NVIDIA GeForce RTX 2050,"16.0"" WQXGA 165Hz",No,148000
LNK-0204,Acer Nitro V 15,New,Acer,Nitro V 15,AMD Ryzen 5 7640HS,64GB,1TB,SSD NVMe,Intel Graphics,"15.6"" FHD 144Hz",Yes,284500
LNK-0205,Gigabyte Aero 14 OLED,Refurbished,Gigabyte,Aero 14 OLED,AMD Ryzen 9 7945HX,16GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4090,"15.6"" FHD 144Hz",No,626500
LNK-0206,Dell Inspiron 15,Used,Dell,Inspiron 15,Intel Core Ultra 5 125H,16GB,256GB,SSD NVMe,NVIDIA GeForce RTX 3050,"15.6"" FHD 60Hz",No,104500
LNK-0207,MSI Katana 17,Used,MSI,Katana 17,AMD Ryzen 9 7945HX,8GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4070,"14.0"" QHD 120Hz",No,276000
LNK-0208,Gigabyte Aorus 15,Used,Gigabyte,Aorus 15,Intel Core i9-14900HX,32GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4080,"13.3"" FHD",No,345000
LNK-0209,Microsoft Surface Laptop 5,Used,Microsoft,Surface Laptop 5,Intel Core i5-1235U,16GB,2TB,SSD NVMe,Intel Graphics,"13.3"" FHD",No,132000
LNK-0210,Dell Vostro 3520,Refurbished,Dell,Vostro 3520,Intel Core i5-1235U,8GB,1TB,SSD NVMe,NVIDIA GeForce RTX 3050,"14.0"" FHD",No,125500
LNK-0211,Gigabyte Aero 14 OLED,Used,Gigabyte,Aero 14 OLED,AMD Ryzen 9 7945HX,16GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4080,"15.6"" FHD 60Hz",No,366500
LNK-0212,Gigabyte Aero 14 OLED,Refurbished,Gigabyte,Aero 14 OLED,Intel Core i7-14700HX,8GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4080,"15.6"" FHD 60Hz",No,425500
LNK-0213,MSI Prestige 14,Used,MSI,Prestige 14,AMD Ryzen 5 5500U,8GB,2TB,SSD NVMe,Intel Iris Xe Graphics,"14.0"" QHD 120Hz",No,115000
LNK-0214,Lenovo IdeaPad Slim 3,Refurbished,Lenovo,IdeaPad Slim 3,AMD Ryzen 5 7640HS,16GB,2TB,SSD NVMe,AMD Radeon Graphics,"16.0"" WQXGA 165Hz",No,178500
LNK-0215,ASUS TUF Gaming A15,Used,ASUS,TUF Gaming A15,AMD Ryzen 5 7520U,16GB,256GB,SSD NVMe,Intel Iris Xe Graphics,"17.3"" QHD 240Hz",No,86500
LNK-0216,Samsung Galaxy Book4 Ultra,Refurbished,Samsung,Galaxy Book4 Ultra,Intel Core i7-13620H,32GB,1TB,SSD NVMe,AMD Radeon Graphics,"15.6"" FHD 60Hz",No,184500
LNK-0217,Dell G15 Gaming,Used,Dell,G15 Gaming,AMD Ryzen 5 7520U,64GB,2TB,SSD NVMe,NVIDIA GeForce RTX 3050,"15.6"" FHD 60Hz",No,172500
LNK-0218,Microsoft Surface Laptop 5,Used,Microsoft,Surface Laptop 5,AMD Ryzen 7 7840HS,32GB,256GB,SSD NVMe,AMD Radeon Graphics,"14.0"" FHD",Yes,147500
LNK-0219,Samsung Galaxy Book3,Used,Samsung,Galaxy Book3,Intel Core i7-13700H,16GB,1TB,SSD NVMe,AMD Radeon Graphics,"17.3"" QHD 240Hz",Yes,149000
LNK-0220,Gigabyte G5 KF,Used,Gigabyte,G5 KF,AMD Ryzen 7 7840HS,8GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4060,"16.0"" UHD+ OLED",No,209500
LNK-0221,Gigabyte Aero 14 OLED,Refurbished,Gigabyte,Aero 14 OLED,Intel Core i3-1215U,64GB,1TB,SSD NVMe,Intel Graphics,"14.0"" FHD",No,171500
LNK-0222,Samsung Galaxy Book3,New,Samsung,Galaxy Book3,AMD Ryzen 9 7945HX,8GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4080,"14.0"" QHD 120Hz",No,653500
LNK-0223,MSI Katana 17,Refurbished,MSI,Katana 17,AMD Ryzen 7 7840HS,64GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4050,"14.0"" QHD 120Hz",No,310500
LNK-0224,Dell Latitude 3540,Refurbished,Dell,Latitude 3540,Intel Core i7-13700H,16GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4050,"15.6"" FHD 144Hz",No,217000
LNK-0225,MSI Modern 14,Refurbished,MSI,Modern 14,Intel Core Ultra 5 125H,16GB,2TB,SSD NVMe,AMD Radeon Graphics,"14.0"" QHD 120Hz",No,220500
LNK-0226,HP Pavilion 15,Used,HP,Pavilion 15,AMD Ryzen 7 7730U,8GB,512GB,SSD NVMe,Intel Graphics,"14.0"" FHD",Yes,122500
LNK-0227,ASUS ROG Strix G16,Used,ASUS,ROG Strix G16,Intel Core i5-1235U,64GB,2TB,SSD NVMe,Intel Graphics,"15.6"" FHD 60Hz",No,175000
LNK-0228,Dell Latitude 3540,Refurbished,Dell,Latitude 3540,Intel Core Ultra 5 125H,32GB,1TB,SSD NVMe,Intel Graphics,"15.6"" FHD 144Hz",No,211500
LNK-0229,Samsung Galaxy Book3,Refurbished,Samsung,Galaxy Book3,AMD Ryzen 3 7320U,32GB,256GB,eMMC,NVIDIA GeForce RTX 3050,"14.0"" QHD 120Hz",No,103500
LNK-0230,Gigabyte G5 KF,Refurbished,Gigabyte,G5 KF,AMD Ryzen 5 7640HS,32GB,2TB,SSD NVMe,NVIDIA GeForce RTX 2050,"14.0"" QHD 120Hz",No,181500
LNK-0231,Samsung Galaxy Book4 Pro,New,Samsung,Galaxy Book4 Pro,Intel Core Ultra 5 125H,32GB,512GB,SSD NVMe,NVIDIA GeForce RTX 2050,"13.3"" FHD",No,263000
LNK-0232,Samsung Galaxy Book4 Ultra,New,Samsung,Galaxy Book4 Ultra,AMD Ryzen 5 7640HS,16GB,1TB,SSD NVMe,Intel Graphics,"16.0"" WQXGA 165Hz",No,204500
LNK-0233,Apple MacBook Air M1,Used,Apple,MacBook Air M1,Apple M2 (8-core),8GB,512GB,SSD NVMe,Apple M2 Integrated,"14.0"" QHD 120Hz",No,163500
LNK-0234,Microsoft Surface Laptop 5,New,Microsoft,Surface Laptop 5,Intel Core i9-14900HX,16GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4070,"16.0"" WQXGA 165Hz",No,584500
LNK-0235,ASUS ROG Strix G16,New,ASUS,ROG Strix G16,Intel Core i7-13620H,64GB,512GB,SSD NVMe,AMD Radeon Graphics,"15.6"" FHD 60Hz",No,282500
LNK-0236,Apple MacBook Air M3,Refurbished,Apple,MacBook Air M3,Apple M3 Pro (11-core),16GB,1TB,SSD NVMe,Apple M3 Pro Integrated,"14.0"" QHD 120Hz",No,279000
LNK-0237,Samsung Galaxy Book4 Pro,Refurbished,Samsung,Galaxy Book4 Pro,Intel Core i7-13620H,64GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4060,"16.0"" WQXGA 165Hz",No,293000
LNK-0238,Lenovo Yoga 7i,New,Lenovo,Yoga 7i,Intel Core i3-1215U,32GB,2TB,SSD SATA,Intel Graphics,"15.6"" FHD 60Hz",No,200500
LNK-0239,Microsoft Surface Laptop 5,Refurbished,Microsoft,Surface Laptop 5,AMD Ryzen 5 5500U,32GB,2TB,SSD NVMe,NVIDIA GeForce RTX 2050,"17.3"" QHD 240Hz",Yes,217500
LNK-0240,Apple MacBook Air M2,New,Apple,MacBook Air M2,Apple M3 Max (14-core),64GB,1TB,SSD NVMe,Apple M3 Max Integrated,"16.0"" WQXGA 165Hz",No,498000
LNK-0241,ASUS ROG Zephyrus G14,New,ASUS,ROG Zephyrus G14,Intel Core i5-13420H,8GB,256GB,SSD NVMe,NVIDIA GeForce RTX 2050,"14.0"" QHD 120Hz",No,133500
LNK-0242,Dell Inspiron 15,New,Dell,Inspiron 15,AMD Ryzen 7 7840HS,32GB,256GB,SSD NVMe,AMD Radeon Graphics,"17.3"" QHD 240Hz",No,212000
LNK-0243,Samsung Galaxy Book4 Ultra,Refurbished,Samsung,Galaxy Book4 Ultra,Intel Core i3-1215U,8GB,1TB,eMMC,AMD Radeon Graphics,"13.3"" FHD",No,98000
LNK-0244,MSI Cyborg 15,New,MSI,Cyborg 15,Intel Core i7-13620H,16GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4060,"15.6"" FHD 144Hz",No,317500
LNK-0245,MSI Thin 15,Refurbished,MSI,Thin 15,AMD Ryzen 5 7640HS,64GB,512GB,SSD NVMe,Intel Graphics,"15.6"" FHD 144Hz",No,197500
LNK-0246,ASUS ZenBook 14,Refurbished,ASUS,ZenBook 14,AMD Ryzen 5 7640HS,64GB,2TB,SSD NVMe,Intel Iris Xe Graphics,"13.3"" FHD",No,213000
LNK-0247,MSI Raider GE78,Refurbished,MSI,Raider GE78,Intel Core i7-13620H,8GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4060,"17.3"" QHD 240Hz",No,248000
LNK-0248,Acer Swift Go 14,Used,Acer,Swift Go 14,Intel Core i5-1235U,16GB,1TB,SSD NVMe,Intel Iris Xe Graphics,"15.6"" FHD 60Hz",No,109500
LNK-0249,MSI Thin 15,Refurbished,MSI,Thin 15,Intel Core i7-14700HX,16GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4090,"16.0"" WQXGA 165Hz",No,603500
LNK-0250,HP OMEN 16,Used,HP,OMEN 16,AMD Ryzen 5 7520U,8GB,256GB,SSD NVMe,NVIDIA GeForce RTX 2050,"15.6"" FHD 60Hz",No,75000
LNK-0251,Microsoft Surface Laptop Studio 2,Refurbished,Microsoft,Surface Laptop Studio 2,AMD Ryzen 5 5500U,8GB,1TB,SSD NVMe,NVIDIA GeForce RTX 2050,"17.3"" QHD 240Hz",Yes,144000
LNK-0252,MSI Prestige 14,New,MSI,Prestige 14,AMD Ryzen 5 7640HS,8GB,1TB,SSD NVMe,Intel Graphics,"14.0"" FHD",Yes,193000
LNK-0253,Dell Vostro 3520,Refurbished,Dell,Vostro 3520,AMD Ryzen 5 5500U,32GB,256GB,SSD NVMe,Intel Iris Xe Graphics,"13.3"" FHD",No,137500
LNK-0254,Acer Aspire 3,New,Acer,Aspire 3,Intel Core i5-13420H,16GB,2TB,SSD NVMe,NVIDIA GeForce RTX 2050,"16.0"" UHD+ OLED",Yes,292500
LNK-0255,HP OMEN 16,Used,HP,OMEN 16,AMD Ryzen 5 5500U,64GB,256GB,SSD NVMe,AMD Radeon Graphics,"16.0"" UHD+ OLED",No,143500
LNK-0256,Samsung Galaxy Book3,Used,Samsung,Galaxy Book3,Intel Core i7-14700HX,64GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4070,"15.6"" FHD 144Hz",No,260500
LNK-0257,HP Envy x360,Refurbished,HP,Envy x360,Intel Core Ultra 7 155H,64GB,1TB,SSD NVMe,Intel Iris Xe Graphics,"14.0"" FHD",No,289500
LNK-0258,Lenovo Yoga 7i,Used,Lenovo,Yoga 7i,AMD Ryzen 9 7945HX,16GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4070,"14.0"" QHD 120Hz",No,276000
LNK-0259,MSI Katana 17,Used,MSI,Katana 17,AMD Ryzen 5 7640HS,32GB,2TB,SSD NVMe,AMD Radeon Graphics,"16.0"" UHD+ OLED",No,174000
LNK-0260,Microsoft Surface Laptop 5,Refurbished,Microsoft,Surface Laptop 5,AMD Ryzen 5 5500U,16GB,2TB,SSD NVMe,AMD Radeon Graphics,"14.0"" QHD 120Hz",No,185000
LNK-0261,Acer TravelMate P2,Used,Acer,TravelMate P2,AMD Ryzen 9 7945HX,16GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4080,"15.6"" FHD 144Hz",No,349500
LNK-0262,HP OMEN 16,New,HP,OMEN 16,Intel Core i7-14700HX,8GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4090,"15.6"" FHD 60Hz",No,729500
LNK-0263,HP EliteBook 840,Refurbished,HP,EliteBook 840,AMD Ryzen 9 7945HX,16GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4070,"15.6"" FHD 144Hz",No,393000
LNK-0264,MSI Thin 15,Refurbished,MSI,Thin 15,AMD Ryzen 9 7945HX,64GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4090,"13.3"" FHD",No,689000
LNK-0265,Samsung Galaxy Book4 Ultra,Used,Samsung,Galaxy Book4 Ultra,Intel Core i5-13420H,8GB,512GB,SSD NVMe,AMD Radeon Graphics,"14.0"" QHD 120Hz",No,79000
LNK-0266,MSI Katana 17,Refurbished,MSI,Katana 17,Intel Core i7-13620H,8GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4070,"15.6"" FHD 60Hz",No,274500
LNK-0267,Microsoft Surface Laptop Studio 2,Used,Microsoft,Surface Laptop Studio 2,Intel Core Ultra 5 125H,64GB,1TB,SSD NVMe,NVIDIA GeForce RTX 2050,"17.3"" QHD 240Hz",Yes,180500
LNK-0268,ASUS Vivobook 15,New,ASUS,Vivobook 15,AMD Ryzen 3 7320U,64GB,256GB,SSD NVMe,Intel Graphics,"16.0"" WQXGA 165Hz",No,188500
LNK-0269,Lenovo LOQ 15,Refurbished,Lenovo,LOQ 15,AMD Ryzen 5 7520U,64GB,256GB,SSD NVMe,NVIDIA GeForce RTX 2050,"17.3"" QHD 240Hz",No,170500
LNK-0270,HP Pavilion 15,Refurbished,HP,Pavilion 15,Intel Core i7-13620H,16GB,512GB,SSD NVMe,AMD Radeon Graphics,"14.0"" QHD 120Hz",No,160500
LNK-0271,MSI Prestige 14,New,MSI,Prestige 14,AMD Ryzen 5 7640HS,16GB,512GB,SSD NVMe,NVIDIA GeForce RTX 2050,"16.0"" UHD+ OLED",Yes,243000
LNK-0272,MSI Prestige 14,New,MSI,Prestige 14,Intel Core i9-14900HX,16GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4090,"14.0"" FHD",No,866500
LNK-0273,Samsung Galaxy Book3,Refurbished,Samsung,Galaxy Book3,AMD Ryzen 5 5500U,16GB,2TB,SSD NVMe,Intel Iris Xe Graphics,"15.6"" FHD 144Hz",No,172000
LNK-0274,Apple MacBook Pro M3 Max,Refurbished,Apple,MacBook Pro M3 Max,Apple M3 Max (14-core),64GB,1TB,SSD NVMe,Apple M3 Max Integrated,"14.0"" QHD 120Hz",No,338000
LNK-0275,Gigabyte Aero 14 OLED,New,Gigabyte,Aero 14 OLED,AMD Ryzen 3 7320U,8GB,512GB,SSD SATA,Intel Iris Xe Graphics,"15.6"" FHD 60Hz",No,104000
LNK-0276,Dell Latitude 3540,Refurbished,Dell,Latitude 3540,AMD Ryzen 7 7730U,16GB,2TB,SSD NVMe,NVIDIA GeForce RTX 2050,"14.0"" QHD 120Hz",No,207000
